actor,occurrence_count,rank,first_appearance,unique_dates
met council on houing,1,1104,2023-10,['2023-10']
acadiana regional coalition of homelessness,1,1105,2023-12,['2023-12']
hawaii workers center,1,1106,2023-10,['2023-10']
sponsored by grace,1,1107,2023-11,['2023-11']
roots reborn,1,1108,2023-10,['2023-10']
maui rapid response,1,1109,2023-10,['2023-10']
students for justice in palestine at the university of minnesota,1,1110,2023-12,['2023-12']
open heart initiative,1,1111,2024-01,['2024-01']
win nyc,1,1112,2024-01,['2024-01']
twin cities coalition for justice for jamar,1,1113,2023-12,['2023-12']
the legal aid society of new york,1,1114,2024-01,['2024-01']
refuge america,1,1115,2024-01,['2024-01']
minnesota immigrant rights action committee,1,1116,2023-12,['2023-12']
maui tenants association,1,1117,2023-10,['2023-10']
lex end homelessness,1,1118,2023-12,['2023-12']
caribbean integration development corporation,1,1119,2023-12,['2023-12']
independent advocates,1,1120,2023-12,['2023-12']
new economy project,1,1121,2024-01,['2024-01']
equality florida,1,1122,2023-11,['2023-11']
families for strong public schools,1,1123,2023-11,['2023-11']
peace lake tenants association,1,1124,2023-11,['2023-11']
anarchy road,1,1125,2023-11,['2023-11']
unitarian universalist church of worcester,1,1126,2023-12,['2023-12']
residents of koreatown,1,1127,2023-12,['2023-12']
open sky community services,1,1128,2023-12,['2023-12']
the mustard seed catholic worker,1,1129,2023-12,['2023-12']
florida for all,1,1130,2023-11,['2023-11']
cair arizona,1,1131,2024-01,['2024-01']
save chinatown,1,1132,2023-12,['2023-12']
navajo nation,1,1133,2024-01,['2024-01']
spiral q,1,1134,2023-10,['2023-10']
harriett tubman freedom fighters,1,1135,2023-11,['2023-11']
florida voices for health,1,1136,2023-11,['2023-11']
mad dads,1,1137,2023-11,['2023-11']
phillythrive,1,1138,2023-12,['2023-12']
jax now,1,1139,2023-11,['2023-11']
beaches activists movement,1,1140,2023-11,['2023-11']
northside coalition of jacksonville,1,1141,2023-11,['2023-11']
philadelphia liberation center,1,1142,2023-10,['2023-10']
psl philly,1,1143,2023-10,['2023-10']
the coalition for the homeless,1,1144,2023-12,['2023-12']
legal aid society,1,1145,2023-12,['2023-12']
belonging to each other,1,1146,2023-12,['2023-12']
socialist revolution,1,1147,2024-01,['2024-01']
indivisible mandarin,1,1148,2023-11,['2023-11']
benedictine sisters of erie,1,1149,2023-05,['2023-05']
sisters of st. joseph,1,1150,2023-05,['2023-05']
community and religious leaders,1,1151,2023-05,['2023-05']
northeast action collective,1,1152,2023-05,['2023-05']
psc-cuny,1,1153,2023-05,['2023-05']
coalition for homeless youth,1,1154,2023-05,['2023-05']
rivers & mountains greenfaith,1,1155,2023-05,['2023-05']
stony run tenants union,1,1156,2023-05,['2023-05']
tacoma 4 all,1,1157,2023-05,['2023-05']
members of grassroots organizations,1,1158,2023-05,['2023-05']
asheville food and beverage united,1,1159,2023-05,['2023-05']
buncombe decides,1,1160,2023-05,['2023-05']
asheville for all,1,1161,2023-05,['2023-05']
burbank tenants union,1,1162,2023-08,['2023-08']
service workers,1,1163,2023-05,['2023-05']
poder,1,1164,2023-05,['2023-05']
colorado river conservancy,1,1165,2023-05,['2023-05']
local organizers,1,1166,2023-06,['2023-06']
labor union representatives,1,1167,2023-06,['2023-06']
long island network for change,1,1168,2023-06,['2023-06']
local option for housing affordability coalition,1,1169,2023-06,['2023-06']
luna,1,1170,2023-06,['2023-06']
marin rent control coalition,1,1171,2023-06,['2023-06']
uf graduate assistants united,1,1172,2023-06,['2023-06']
reject boise upzone,1,1173,2023-06,['2023-06']
tri-hill tenants coalition,1,1174,2023-06,['2023-06']
asian pacific islander political alliance,1,1175,2023-06,['2023-06']
asheville dsa,1,1176,2023-05,['2023-05']
horizons unlimited,1,1177,2023-05,['2023-05']
community action kentucky,1,1178,2023-05,['2023-05']
elm city montessori school,1,1179,2023-05,['2023-05']
housing organizers,1,1180,2023-05,['2023-05']
la union del pueblo entero,1,1181,2023-05,['2023-05']
coalition for 100% affordable 5 wtc,1,1182,2023-05,['2023-05']
osborne association,1,1183,2023-05,['2023-05']
barelas neighborhood association,1,1184,2023-05,['2023-05']
new york taxi workers association,1,1185,2023-05,['2023-05']
indivisible harlem,1,1186,2023-05,['2023-05']
northwest bronx community and clergy coalition,1,1187,2023-05,['2023-05']
churches united for fair housing,1,1188,2023-05,['2023-05']
southside united hdfc - los sures,1,1189,2023-05,['2023-05']
minority community investment coalition,1,1190,2023-05,['2023-05']
legal services staff association,1,1191,2023-05,['2023-05']
new york doctors coalition,1,1192,2023-05,['2023-05']
rochester tenants union,1,1193,2023-05,['2023-05']
tenants & neighbors,1,1194,2023-05,['2023-05']
torrington tenants association,1,1195,2023-05,['2023-05']
"north bay labor council, afl-cio",1,1196,2023-05,['2023-05']
right to counsel jersey city,1,1197,2023-05,['2023-05']
rutgers one coalition,1,1198,2023-05,['2023-05']
local faith and community leaders,1,1199,2023-05,['2023-05']
homeful solution,1,1200,2023-05,['2023-05']
national low income housing coalition,1,1201,2023-05,['2023-05']
psl bay area,1,1202,2023-05,['2023-05']
crown heights care collective,1,1203,2023-05,['2023-05']
network,1,1204,2023-05,['2023-05']
district council c37,1,1205,2023-05,['2023-05']
childcare providers,1,1206,2023-06,['2023-06']
outreach workers,1,1207,2023-06,['2023-06']
for the many nj,1,1208,2023-06,['2023-06']
make the road nj,1,1209,2023-06,['2023-06']
cwa new jersey,1,1210,2023-06,['2023-06']
nj working families party,1,1211,2023-06,['2023-06']
parkash tenants coalition,1,1212,2023-06,['2023-06']
sf trans march,1,1213,2023-06,['2023-06']
antifascists,1,1214,2023-06,['2023-06']
abolitionists,1,1215,2023-06,['2023-06']
progressive caucus,1,1216,2023-06,['2023-06']
blac and women's caucus,1,1217,2023-06,['2023-06']
ywca boulder county,1,1218,2023-06,['2023-06']
cambodian association of greater philadelphia,1,1219,2023-06,['2023-06']
sweepless in seattle,1,1220,2023-06,['2023-06']
frso - twin cities,1,1221,2023-06,['2023-06']
minnesota abortion action committee,1,1222,2023-06,['2023-06']
umn students for a democratic society,1,1223,2023-06,['2023-06']
tcc4j,1,1224,2023-06,['2023-06']
carolina cruzin 4 jeeps,1,1225,2023-06,['2023-06']
san francisco immigrant legal defense collaborative,1,1226,2023-06,['2023-06']
"jewish, muslim, and christian leaders",1,1227,2023-06,['2023-06']
comrades,1,1228,2023-06,['2023-06']
hacienda heights chinese-american association,1,1229,2023-06,['2023-06']
todos somos florida,1,1230,2023-06,['2023-06']
hate out of winston,1,1231,2023-07,['2023-07']
action4equity,1,1232,2023-07,['2023-07']
winston-salem democratic socialists of america,1,1233,2023-07,['2023-07']
women's collaborative of boulder county,1,1234,2023-06,['2023-06']
pennsylvania united chinese coalition,1,1235,2023-06,['2023-06']
juntos,1,1236,2023-06,['2023-06']
power interfaith,1,1237,2023-06,['2023-06']
lisc san diego,1,1238,2023-06,['2023-06']
think dignity,1,1239,2023-06,['2023-06']
asian pacific environmental network,1,1240,2023-06,['2023-06']
somcan,1,1241,2023-06,['2023-06']
families united collaborative,1,1242,2023-06,['2023-06']
dolores street community services,1,1243,2023-06,['2023-06']
low-income residents,1,1244,2023-06,['2023-06']
uaw local 249,1,1245,2023-06,['2023-06']
justice for banko brown coalition,1,1246,2023-06,['2023-06']
5 elements coleman advocates for children and youth,1,1247,2023-06,['2023-06']
sfr action fund,1,1248,2023-06,['2023-06']
aqe ny,1,1249,2023-06,['2023-06']
people's plan ny,1,1250,2023-06,['2023-06']
missouri/kansas seiu state council,1,1251,2023-06,['2023-06']
pro-choice missouri,1,1252,2023-06,['2023-06']
norwalk republican town committee,1,1253,2023-06,['2023-06']
homeless voices for justice,1,1254,2023-06,['2023-06']
casa bronx,1,1255,2023-06,['2023-06']
new york state tenants & neighbors coalition,1,1256,2023-06,['2023-06']
ufcw local 770,1,1257,2023-06,['2023-06']
united farm workers,1,1258,2023-06,['2023-06']
hospitality workers,1,1259,2023-06,['2023-06']
opeiu,1,1260,2023-06,['2023-06']
jobs with justice san francisco,1,1261,2023-06,['2023-06']
poder sf,1,1262,2023-06,['2023-06']
causa justa just cause,1,1263,2023-06,['2023-06']
connecticut workers center,1,1264,2023-05,['2023-05']
green rainbow party of massachusetts,1,1265,2023-05,['2023-05']
cambridge city growers,1,1266,2023-05,['2023-05']
black lives matter rhode island,1,1267,2023-05,['2023-05']
refuse fascism,1,1268,2023-05,['2023-05']
north american indian center of boston,1,1269,2023-05,['2023-05']
encuentro 5,1,1270,2023-05,['2023-05']
community church of boston,1,1271,2023-05,['2023-05']
farabundo marti national liberation front of massachusetts,1,1272,2023-05,['2023-05']
techschange,1,1273,2023-05,['2023-05']
african people's socialist party,1,1274,2023-05,['2023-05']
anarchist black cross - boston,1,1275,2023-05,['2023-05']
community advocates for justice and equality,1,1276,2023-05,['2023-05']
rose pak democratic club,1,1277,2023-05,['2023-05']
dsa socialist feminism working group,1,1278,2023-05,['2023-05']
little liberty,1,1279,2023-05,['2023-05']
progressive labor party,1,1280,2023-05,['2023-05']
revolutionary blackout network,1,1281,2023-05,['2023-05']
natick black lives matter,1,1282,2023-05,['2023-05']
boston independent socialist group,1,1283,2023-05,['2023-05']
red strike project,1,1284,2023-05,['2023-05']
international marxist tendency,1,1285,2023-05,['2023-05']
communities responding to extreme weather,1,1286,2023-05,['2023-05']
inspiring today's youth,1,1287,2023-05,['2023-05']
julian assange defense - boston,1,1288,2023-05,['2023-05']
st. vincents' nurses union,1,1289,2023-05,['2023-05']
justice is global,1,1290,2023-05,['2023-05']
cos new england,1,1291,2023-05,['2023-05']
lgbt center nyc,1,1292,2023-04,['2023-04']
the center at sierra health foundation,1,1293,2023-04,['2023-04']
san joaquin valley health fund,1,1294,2023-04,['2023-04']
montco 30% project,1,1295,2023-04,['2023-04']
socialist party usa - southern new hampshire,1,1296,2023-04,['2023-04']
350 new hampshire,1,1297,2023-04,['2023-04']
new hampshire youth movement,1,1298,2023-04,['2023-04']
new hampshire peace action,1,1299,2023-04,['2023-04']
crooked river anarchist distro,1,1300,2023-04,['2023-04']
csueu,1,1301,2023-05,['2023-05']
academic professionals of california,1,1302,2023-05,['2023-05']
la may day coalition,1,1303,2023-05,['2023-05']
somos familia valle,1,1304,2023-05,['2023-05']
movement organizations,1,1305,2023-05,['2023-05']
latino equality alliance,1,1306,2023-05,['2023-05']
gpsn,1,1307,2023-05,['2023-05']
mi centro,1,1308,2023-05,['2023-05']
reach la,1,1309,2023-05,['2023-05']
los angeles lgbt center,1,1310,2023-05,['2023-05']
one archives foundation,1,1311,2023-05,['2023-05']
gender justice,1,1312,2023-05,['2023-05']
coalition for humane immigrant rights of los angeles,1,1313,2023-05,['2023-05']
screen actors guild-american federation of television and radio artists,1,1314,2023-05,['2023-05']
san diego county association of educators,1,1315,2023-05,['2023-05']
lindsay mujeres luchando,1,1316,2023-05,['2023-05']
association of raza educators,1,1317,2023-05,['2023-05']
udw,1,1318,2023-05,['2023-05']
child care providers united,1,1319,2023-05,['2023-05']
equality california,1,1320,2023-05,['2023-05']
united neighborhood houses,1,1321,2023-05,['2023-05']
brooklyn level up,1,1322,2023-05,['2023-05']
shut it down nyu,1,1323,2023-05,['2023-05']
tsuru for solidarity,1,1324,2023-05,['2023-05']
the arab american association of new york,1,1325,2023-05,['2023-05']
center for family life in sunset park,1,1326,2023-05,['2023-05']
parent-child relationship association,1,1327,2023-05,['2023-05']
mixteca,1,1328,2023-05,['2023-05']
academy of medical & public health services,1,1329,2023-05,['2023-05']
voces ciudadanas,1,1330,2023-05,['2023-05']
women's empowerment coalition of nyc,1,1331,2023-05,['2023-05']
south brooklyn dsa,1,1332,2023-05,['2023-05']
helen for mayor,1,1333,2023-05,['2023-05']
massachusetts coalition for occupational safety and health,1,1334,2023-05,['2023-05']
montgomery pride united,1,1335,2023-05,['2023-05']
rocket city pride,1,1336,2023-05,['2023-05']
magic city sisters of perpetual indulgence,1,1337,2023-05,['2023-05']
university of alabama lgbtq alumni association,1,1338,2023-05,['2023-05']
lgbtq alabamans,1,1339,2023-05,['2023-05']
san diego educators association,1,1340,2023-05,['2023-05']
california school employees association,1,1341,2023-05,['2023-05']
support staff,1,1342,2023-05,['2023-05']
school workers,1,1343,2023-05,['2023-05']
opportunity for all,1,1344,2023-05,['2023-05']
undocumented student-led network,1,1345,2023-05,['2023-05']
patient care and service employees,1,1346,2023-05,['2023-05']
democratic party,1,1347,2023-05,['2023-05']
latinx democratic club,1,1348,2023-05,['2023-05']
central alabama pride,1,1349,2023-05,['2023-05']
battle first aid responder services,1,1350,2023-05,['2023-05']
activate media,1,1351,2023-05,['2023-05']
burhan rebels,1,1352,2023-05,['2023-05']
unidad latina en acción nj,1,1353,2023-05,['2023-05']
our revolution trenton mercer,1,1354,2023-05,['2023-05']
princeton mutual aid,1,1355,2023-05,['2023-05']
national domestic workers alliance,1,1356,2023-05,['2023-05']
divest princeton,1,1357,2023-05,['2023-05']
area residents,1,1358,2023-05,['2023-05']
dale,1,1359,2023-05,['2023-05']
migrant workers,1,1360,2023-05,['2023-05']
low-income workers,1,1361,2023-05,['2023-05']
local candidates,1,1362,2023-05,['2023-05']
strong for all,1,1363,2023-05,['2023-05']
tompkins mutual aid,1,1364,2023-05,['2023-05']
advocacy groups,1,1365,2023-05,['2023-05']
prison abolition collective,1,1366,2023-05,['2023-05']
umass young communist league,1,1367,2023-05,['2023-05']
yimby democrats of san diego county,1,1368,2023-05,['2023-05']
student committee for defense and solidarity,1,1369,2023-05,['2023-05']
3/20 coalition,1,1370,2023-05,['2023-05']
international working women's day committee,1,1371,2023-05,['2023-05']
student youth committee,1,1372,2023-05,['2023-05']
study and struggle,1,1373,2023-05,['2023-05']
american association of university professors - penn state chapter,1,1374,2023-05,['2023-05']
students for fair housing,1,1375,2023-05,['2023-05']
students against sweeps,1,1376,2023-05,['2023-05']
toledo persists,1,1377,2023-05,['2023-05']
make the road pa,1,1378,2023-05,['2023-05']
chirla,1,1379,2023-09,['2023-09']
families 4 future,1,1380,2023-09,['2023-09']
veterans for peace maine,1,1381,2023-09,['2023-09']
church of safe injections,1,1382,2023-09,['2023-09']
ideal maine band,1,1383,2023-09,['2023-09']
maine trans net,1,1384,2023-09,['2023-09']
maine youth for climate justice,1,1385,2023-09,['2023-09']
patriots of pride,1,1386,2023-09,['2023-09']
dayenu,1,1387,2023-09,['2023-09']
healing underground,1,1388,2023-09,['2023-09']
breach collective,1,1389,2023-09,['2023-09']
ecofaith recovery,1,1390,2023-09,['2023-09']
teens,1,1391,2023-09,['2023-09']
we the people coalition,1,1392,2023-07,['2023-07']
el centro,1,1393,2023-09,['2023-09']
staten island immigrant council,1,1394,2023-09,['2023-09']
nyc progressive caucus,1,1395,2023-09,['2023-09']
cwa local 6001,1,1396,2023-09,['2023-09']
airport workers,1,1397,2023-09,['2023-09']
cabin cleaners,1,1398,2023-09,['2023-09']
wheelchair agents,1,1399,2023-09,['2023-09']
families displaced from 2021 fireworks blast,1,1400,2023-09,['2023-09']
dallas housing coalition,1,1401,2023-09,['2023-09']
united way of metropolitan dallas,1,1402,2023-09,['2023-09']
dallas neighbors for housing,1,1403,2023-09,['2023-09']
west dallas 1,1,1404,2023-09,['2023-09']
uaw 4123,1,1405,2023-09,['2023-09']
peace action committee,1,1406,2023-09,['2023-09']
peace action staten island,1,1407,2023-09,['2023-09']
residents opposing forced i-71 interchange,1,1408,2023-09,['2023-09']
neigbors of knoxville,1,1409,2023-09,['2023-09']
jefferson park homeowners association,1,1410,2023-09,['2023-09']
united campus workers of virginia - virginia tech,1,1411,2023-09,['2023-09']
virginia tech graduate labor union,1,1412,2023-09,['2023-09']
arkansas community institute,1,1413,2023-09,['2023-09']
tenants and workers united,1,1414,2023-09,['2023-09']
residents of columbus colony housing,1,1415,2023-09,['2023-09']
northwest district association,1,1416,2023-09,['2023-09']
aclu of new jersey,1,1417,2023-09,['2023-09']
displaced residents,1,1418,2023-09,['2023-09']
berkeley tenants union,1,1419,2023-09,['2023-09']
youth climate strike l.a.,1,1420,2023-09,['2023-09']
youngstown resistance league,1,1421,2023-09,['2023-09']
legal aid,1,1422,2023-09,['2023-09']
residents of youngstown mobile home park,1,1423,2023-09,['2023-09']
crystal towers united,1,1424,2023-09,['2023-09']
friends of ederle playground,1,1425,2023-09,['2023-09']
community advocates for just and moral governance,1,1426,2023-09,['2023-09']
everyone in,1,1427,2023-09,['2023-09']
neighbors 2 neighbors,1,1428,2023-09,['2023-09']
chicago transit union local 1,1,1429,2023-09,['2023-09']
jcua chicago,1,1430,2023-09,['2023-09']
arizona youth climate coalition,1,1431,2023-09,['2023-09']
uarizona divest,1,1432,2023-09,['2023-09']
fridays for future,1,1433,2023-09,['2023-09']
voter choice arizona,1,1434,2023-09,['2023-09']
