actor,occurrence_count,rank,first_appearance,unique_dates
wisdom,2,1091,2023-10,"['2023-10', '2023-11']"
apia vote,2,1092,2021-10,"['2021-10', '2022-09']"
birmingham dsa,2,1093,2024-01,"['2024-01', '2024-03']"
conservatives concerned about the death penalty,2,1094,2024-01,"['2024-01', '2024-11']"
nyc ice watch,2,1095,2021-10,"['2021-10', '2024-03']"
uconn unchain,2,1096,2021-10,"['2021-10', '2022-11']"
union of palestinian american women,2,1097,2023-10,"['2023-10', '2024-04']"
guns down america,2,1098,2021-12,"['2021-12', '2022-02']"
latino action network,2,1099,2021-12,"['2021-12', '2025-01']"
montgomery peace action,2,1100,2024-01,"['2024-01', '2024-03']"
young americans protest,2,1101,2022-05,"['2022-05', '2023-12']"
psl dc,2,1102,2021-12,"['2021-12', '2025-02']"
fiel houston,2,1103,2022-05,"['2022-05', '2025-02']"
jewish voice for peace rhode island,2,1104,2023-10,"['2023-10', '2024-02']"
labor unions,2,1105,2021-11,"['2021-11', '2023-07']"
bloodstained men,2,1106,2023-10,"['2023-10', '2024-06']"
a.n.s.w.e.r. coalition,2,1107,2024-01,['2024-01']
bishops united against gun violence,2,1108,2022-05,"['2022-05', '2023-12']"
muslim student association,2,1109,2024-01,"['2024-01', '2024-05']"
coaches,2,1110,2021-11,"['2021-11', '2022-04']"
firearm owners against crime,2,1111,2021-11,"['2021-11', '2022-09']"
bread and puppet theater,2,1112,2024-01,['2024-01']
shoresh,2,1113,2024-01,"['2024-01', '2024-05']"
oklahomans against occupation,2,1114,2024-01,"['2024-01', '2024-02']"
claudia jones school for political education,2,1115,2023-10,"['2023-10', '2024-03']"
public employees federation,2,1116,2021-11,['2021-11']
red ant collective,2,1117,2023-11,['2023-11']
peoples housing project,2,1118,2023-11,['2023-11']
arkansas abortion support network,2,1119,2022-05,"['2022-05', '2023-02']"
aclu of arkansas,2,1120,2022-05,"['2022-05', '2023-02']"
centro cso,2,1121,2022-05,"['2022-05', '2024-07']"
close the jail atl,2,1122,2022-05,"['2022-05', '2022-08']"
we project,2,1123,2022-05,"['2022-05', '2025-01']"
avp,2,1124,2022-04,"['2022-04', '2022-12']"
ceasefire choir,2,1125,2023-12,"['2023-12', '2024-03']"
community ready corps,2,1126,2022-05,"['2022-05', '2025-01']"
episcopal peace fellowship,2,1127,2023-12,"['2023-12', '2024-01']"
asian pacific environmental network,2,1128,2022-05,"['2022-05', '2022-10']"
michigan organization on adolescent sexual health,2,1129,2022-05,['2022-05']
bds boston,2,1130,2023-11,"['2023-11', '2023-12']"
mit caa,2,1131,2023-11,"['2023-11', '2023-12']"
black student union,2,1132,2022-05,"['2022-05', '2024-05']"
the joyce foundation,2,1133,2023-12,"['2023-12', '2024-12']"
texas organizing project,2,1134,2022-05,"['2022-05', '2022-11']"
business owners,2,1135,2022-05,"['2022-05', '2022-08']"
islamic center of rhode island,2,1136,2023-11,"['2023-11', '2024-02']"
muslims for progress,2,1137,2023-11,"['2023-11', '2024-04']"
southsiders for peace,2,1138,2022-05,"['2022-05', '2025-01']"
planned parenthood southeast,2,1139,2022-05,"['2022-05', '2022-06']"
nj citizen action,2,1140,2022-05,"['2022-05', '2022-09']"
hero tent,2,1141,2023-11,"['2023-11', '2024-01']"
pro-choice minnesota,2,1142,2022-05,['2022-05']
silicon valley for palestine,2,1143,2023-11,"['2023-11', '2024-01']"
athens reproductive justice collective,2,1144,2022-05,"['2022-05', '2022-06']"
women's march syracuse,2,1145,2022-05,"['2022-05', '2022-06']"
greater baltimore dsa,2,1146,2023-12,"['2023-12', '2024-01']"
march for our lives idaho,2,1147,2022-05,['2022-05']
tendea family,2,1148,2022-05,"['2022-05', '2022-12']"
planned parenthood advocates of ohio,2,1149,2022-05,"['2022-05', '2023-10']"
death penalty alternatives for arizona,2,1150,2022-05,['2022-05']
rice students for justice in palestine,2,1151,2023-12,['2023-12']
no jail deaths,2,1152,2022-05,"['2022-05', '2023-08']"
the charles foundation,2,1153,2022-05,['2022-05']
tucson coalition for palestine,2,1154,2023-11,"['2023-11', '2024-01']"
relentless church,2,1155,2022-03,"['2022-03', '2022-04']"
federated ri sportsmen club,2,1156,2022-03,['2022-03']
buddhist justice collective,2,1157,2022-03,"['2022-03', '2023-01']"
the bail project,2,1158,2022-03,['2022-03']
mothers for justice,2,1159,2022-03,"['2022-03', '2023-11']"
charlottesville coalition for gun violence prevention,2,1160,2023-12,"['2023-12', '2024-01']"
nepa for palestine,2,1161,2023-12,"['2023-12', '2024-10']"
occupy oregon,2,1162,2022-03,['2022-03']
families united,2,1163,2022-04,"['2022-04', '2022-06']"
new pride agenda,2,1164,2022-03,"['2022-03', '2023-04']"
unite to save chinatown,2,1165,2022-03,['2022-03']
metro dc dsa,2,1166,2022-05,"['2022-05', '2025-01']"
new sanctuary movement,2,1167,2022-03,"['2022-03', '2025-03']"
shut down berks coalition,2,1168,2022-03,"['2022-03', '2022-04']"
people's housing project,2,1169,2022-03,"['2022-03', '2024-09']"
brady united against gun violence,2,1170,2022-05,"['2022-05', '2024-04']"
palestinian existence for peace society,2,1171,2023-12,['2023-12']
black attorneys of legal aid,2,1172,2022-02,"['2022-02', '2022-11']"
little village community council,2,1173,2022-03,"['2022-03', '2023-01']"
expo,2,1174,2023-11,['2023-11']
one aim illinois,2,1175,2023-12,"['2023-12', '2024-12']"
rising tide chicago,2,1176,2022-04,"['2022-04', '2022-08']"
afsc chicago peacebuilding,2,1177,2022-04,"['2022-04', '2022-07']"
care not cops,2,1178,2022-04,"['2022-04', '2022-05']"
cuban exiles,2,1179,2022-04,"['2022-04', '2022-07']"
local faith leaders,2,1180,2022-04,"['2022-04', '2023-09']"
riley howell foundation fund,2,1181,2023-12,"['2023-12', '2024-12']"
love and light,2,1182,2022-05,"['2022-05', '2023-01']"
democracy initiative,2,1183,2022-05,"['2022-05', '2022-06']"
prison abolitionists,2,1184,2022-05,"['2022-05', '2022-12']"
blm rva,2,1185,2022-05,"['2022-05', '2025-01']"
black power coalition,2,1186,2022-05,"['2022-05', '2023-09']"
moms demand action against gun violence,2,1187,2022-04,"['2022-04', '2023-01']"
boulder nablus sister city project,2,1188,2023-11,['2023-11']
south pittsburgh coalition for peace,2,1189,2022-04,"['2022-04', '2022-06']"
justice for patrick kimmons,2,1190,2022-05,"['2022-05', '2022-06']"
illinois state rifle association,2,1191,2022-04,"['2022-04', '2023-03']"
rwdsu,2,1192,2022-04,"['2022-04', '2022-10']"
quench the violence,2,1193,2022-04,"['2022-04', '2022-05']"
students united for palestinian equality & return,2,1194,2024-03,['2024-03']
state and local leaders,2,1195,2021-06,"['2021-06', '2023-08']"
fountain house,2,1196,2024-03,['2024-03']
pacifist grassroots collective,2,1197,2024-03,"['2024-03', '2024-08']"
internationalist group,2,1198,2023-08,"['2023-08', '2024-08']"
student leaders,2,1199,2021-06,"['2021-06', '2022-02']"
leaders we deserve,2,1200,2023-08,"['2023-08', '2024-12']"
california families against solitary confinement,2,1201,2024-03,"['2024-03', '2024-06']"
greater new haven peace council,2,1202,2023-10,"['2023-10', '2024-11']"
nysut,2,1203,2022-06,['2022-06']
bikers,2,1204,2021-06,"['2021-06', '2022-06']"
amor rhode island,2,1205,2024-03,"['2024-03', '2024-12']"
mothers of murdered sons and daughters,2,1206,2021-06,"['2021-06', '2025-01']"
oc justice initiative,2,1207,2021-06,"['2021-06', '2024-07']"
school board members,2,1208,2021-06,"['2021-06', '2024-03']"
operation liberation,2,1209,2021-06,"['2021-06', '2022-11']"
law enforcement officers,2,1210,2021-06,['2021-06']
rise up kingston,2,1211,2021-06,"['2021-06', '2023-03']"
palestinian christians for justice,2,1212,2024-03,"['2024-03', '2024-11']"
healing arrows,2,1213,2021-07,['2021-07']
surj ri,2,1214,2021-07,['2021-07']
formerly incarcerated union of rhode island,2,1215,2021-07,['2021-07']
nyc coalition for domestic work,2,1216,2022-06,"['2022-06', '2023-05']"
sacramento for palestine,2,1217,2024-03,"['2024-03', '2024-09']"
milpa,2,1218,2021-07,"['2021-07', '2022-03']"
colectiva feminista,2,1219,2022-06,['2022-06']
united and healing through hope,2,1220,2023-09,['2023-09']
no new jails dc,2,1221,2021-06,"['2021-06', '2021-08']"
hindus for human rights,2,1222,2024-03,"['2024-03', '2024-05']"
justice for keith lamar,2,1223,2021-06,"['2021-06', '2021-11']"
citizens against political prosecution,2,1224,2021-06,"['2021-06', '2021-09']"
seniors,2,1225,2022-06,['2022-06']
indivisible ventura,2,1226,2022-06,"['2022-06', '2025-01']"
muslim student association at uw,2,1227,2024-03,"['2024-03', '2024-09']"
coalition for peace,2,1228,2021-06,"['2021-06', '2024-01']"
boston teachers union,2,1229,2021-06,"['2021-06', '2025-01']"
georgia youth justice coalition,2,1230,2022-06,"['2022-06', '2024-09']"
food not bombs dc,2,1231,2024-03,"['2024-03', '2024-07']"
ex-cons for community and social change,2,1232,2021-05,['2021-05']
interfaith communities united for justice and peace,2,1233,2023-08,"['2023-08', '2023-09']"
close guantanamo,2,1234,2023-08,"['2023-08', '2023-09']"
center for victims of torture,2,1235,2023-08,"['2023-08', '2023-09']"
housing justice league,2,1236,2022-06,"['2022-06', '2022-08']"
psl pittsburgh,2,1237,2021-05,"['2021-05', '2023-01']"
the resistance company,2,1238,2023-08,['2023-08']
the guild,2,1239,2022-06,"['2022-06', '2023-03']"
defund mpd,2,1240,2021-06,"['2021-06', '2022-05']"
some anarchists,2,1241,2024-03,"['2024-03', '2024-06']"
new jersey institute for social justice,2,1242,2022-06,['2022-06']
erie county united,2,1243,2022-06,['2022-06']
1hood power,2,1244,2021-04,"['2021-04', '2022-06']"
illinois prisoner rights coalition,2,1245,2021-04,"['2021-04', '2021-08']"
pan-african community action,2,1246,2021-04,"['2021-04', '2024-08']"
mobile for palestine,2,1247,2024-03,"['2024-03', '2024-04']"
foley for palestine,2,1248,2024-03,"['2024-03', '2024-04']"
labor organizers,2,1249,2023-07,"['2023-07', '2025-01']"
churches for middle east peace,2,1250,2024-03,['2024-03']
democrats for life of america,2,1251,2021-05,"['2021-05', '2024-03']"
sikh community,2,1252,2021-05,"['2021-05', '2022-05']"
chicago teachers union local 1,2,1253,2023-08,"['2023-08', '2025-01']"
the flossy organization,2,1254,2022-06,"['2022-06', '2023-02']"
rockville rainbow collective,2,1255,2021-05,['2021-05']
davenport peace,2,1256,2021-05,"['2021-05', '2022-10']"
nevada coalition against the death penalty,2,1257,2021-05,"['2021-05', '2024-01']"
pride center,2,1258,2022-06,"['2022-06', '2022-11']"
extinction rebellion dc,2,1259,2022-06,"['2022-06', '2025-01']"
harassment and assault reporting platform,2,1260,2022-06,"['2022-06', '2023-06']"
georgia moms united,2,1261,2022-06,"['2022-06', '2022-08']"
not above the law coalition,2,1262,2023-08,['2023-08']
world can't wait,2,1263,2023-08,"['2023-08', '2023-09']"
uk guantanamo network,2,1264,2023-08,"['2023-08', '2023-09']"
september 11 families for peaceful tomorrows,2,1265,2023-08,"['2023-08', '2023-09']"
violence in boston,2,1266,2021-05,['2021-05']
schoharie peacemakers,2,1267,2023-08,"['2023-08', '2023-09']"
change starts with us ohio,2,1268,2021-05,"['2021-05', '2021-10']"
black activists,2,1269,2021-05,"['2021-05', '2022-11']"
samford community outreach group,2,1270,2023-08,"['2023-08', '2023-09']"
anakbayan manhattan,2,1271,2024-01,"['2024-01', '2024-02']"
houstonians for palestinian liberation,2,1272,2024-01,"['2024-01', '2024-02']"
state leaders,2,1273,2022-05,"['2022-05', '2023-05']"
houston latinos for palestine,2,1274,2024-01,"['2024-01', '2024-04']"
roc unite,2,1275,2023-09,"['2023-09', '2023-10']"
center for employment opportunities,2,1276,2021-09,"['2021-09', '2023-02']"
pure justice,2,1277,2021-09,"['2021-09', '2023-05']"
young democratic socialists of america,2,1278,2024-02,['2024-02']
dare behind the walls committee,2,1279,2021-07,['2021-07']
austin justice coalition,2,1280,2021-09,"['2021-09', '2022-05']"
harvard prison divestment campaign,2,1281,2021-09,"['2021-09', '2022-04']"
leave our kids alone,2,1282,2024-02,"['2024-02', '2024-03']"
faith in texas,2,1283,2022-06,"['2022-06', '2022-11']"
league of united latin american citizens,2,1284,2022-06,"['2022-06', '2023-02']"
olympia high school feminism club,2,1285,2022-06,['2022-06']
high school and middle school students,2,1286,2022-06,"['2022-06', '2025-02']"
seattle student union,2,1287,2022-06,"['2022-06', '2022-11']"
alliance for gun responsibility,2,1288,2022-06,"['2022-06', '2023-12']"
next generation action network,2,1289,2021-09,"['2021-09', '2022-06']"
people from the faith community,2,1290,2021-10,"['2021-10', '2023-10']"
cameroon advocacy network,2,1291,2021-10,['2021-10']
resistance of tampa bay,2,1292,2023-10,"['2023-10', '2023-12']"
nds,2,1293,2021-10,"['2021-10', '2022-03']"
identify your dream,2,1294,2022-05,"['2022-05', '2023-05']"
new england innocence project,2,1295,2021-10,"['2021-10', '2022-10']"
nc stop torture now,2,1296,2023-10,"['2023-10', '2024-09']"
bay area against mandates,2,1297,2023-10,"['2023-10', '2024-06']"
local politicians,2,1298,2021-09,"['2021-09', '2022-09']"
wilkesboro united methodist church,2,1299,2022-05,"['2022-05', '2022-06']"
the foundation church,2,1300,2022-05,"['2022-05', '2022-06']"
first united methodist church of north wilkesboro,2,1301,2022-05,"['2022-05', '2022-06']"
north wilkesboro presbyterian church,2,1302,2022-05,"['2022-05', '2022-06']"
freedom firearms,2,1303,2021-09,"['2021-09', '2024-09']"
muslims for just futures,2,1304,2024-01,"['2024-01', '2024-03']"
michigan gun owners,2,1305,2021-09,"['2021-09', '2023-10']"
human rights activists,2,1306,2021-09,"['2021-09', '2024-12']"
first baptist church of north wilkesboro,2,1307,2022-05,"['2022-05', '2022-06']"
montgomery pride united,2,1308,2021-09,"['2021-09', '2023-05']"
new hampshire womens foundation,2,1309,2021-08,['2021-08']
victims' families,2,1310,2023-09,['2023-09']
health workers for palestine,2,1311,2024-02,['2024-02']
free palestine coalition,2,1312,2024-02,"['2024-02', '2024-10']"
lowcountry moms demand action,2,1313,2022-06,['2022-06']
voto latino,2,1314,2022-06,"['2022-06', '2022-09']"
jane's revenge,2,1315,2022-06,"['2022-06', '2022-07']"
amazon watch,2,1316,2021-08,['2021-08']
mother,2,1317,2021-09,"['2021-09', '2023-08']"
freedom from unnecessary negatives,2,1318,2021-07,"['2021-07', '2023-07']"
families against gun violence,2,1319,2021-07,"['2021-07', '2022-12']"
black & pink nyc,2,1320,2023-09,"['2023-09', '2024-06']"
united against racism and fascism nyc,2,1321,2021-07,"['2021-07', '2023-03']"
gun control advocates,2,1322,2022-06,"['2022-06', '2023-04']"
atlanta multifaith coalition for palestine,2,1323,2024-02,"['2024-02', '2024-06']"
black lives matter grassroots,2,1324,2023-09,"['2023-09', '2025-01']"
rhode island national council for incarcerated and formerly incarcerated women & girls,2,1325,2021-07,['2021-07']
black lives matter rhode island,2,1326,2021-07,['2021-07']
indigenous activists,2,1327,2023-09,"['2023-09', '2023-11']"
survivors of gun violence,2,1328,2022-06,['2022-06']
healthcare workers for palestine seattle,2,1329,2024-02,"['2024-02', '2024-03']"
harriett's wildest dreams,2,1330,2021-09,"['2021-09', '2021-11']"
delaware coalition against gun violence,2,1331,2022-06,"['2022-06', '2023-12']"
suny bds,2,1332,2024-02,"['2024-02', '2024-09']"
march for our lives florida,2,1333,2021-08,['2021-08']
until freedom,2,1334,2021-08,"['2021-08', '2022-06']"
church leaders,2,1335,2023-09,"['2023-09', '2024-02']"
city and community leaders,2,1336,2022-06,"['2022-06', '2023-05']"
calvary baptist church,2,1337,2022-06,"['2022-06', '2023-08']"
latinos for trump,2,1338,2021-08,"['2021-08', '2023-06']"
survivors empowered,2,1339,2022-06,"['2022-06', '2023-12']"
interfaith council of the wabash valley,2,1340,2020-11,"['2020-11', '2021-04']"
rice sjp,2,1341,2024-02,"['2024-02', '2024-04']"
public health madison and dane county,2,1342,2022-06,"['2022-06', '2023-06']"
mad dads,2,1343,2023-09,"['2023-09', '2023-11']"
oakland abolition & solidarity,2,1344,2021-08,['2021-08']
silent cry inc.,2,1345,2021-08,"['2021-08', '2022-01']"
bayarea4iran,2,1346,2023-09,"['2023-09', '2024-04']"
people's city council - los angeles,2,1347,2022-06,"['2022-06', '2024-08']"
colorado people's alliance,2,1348,2025-01,"['2025-01', '2025-02']"
somos familia valle,2,1349,2022-08,"['2022-08', '2024-08']"
emily's list,2,1350,2022-09,"['2022-09', '2022-11']"
akron urban league,2,1351,2023-04,"['2023-04', '2023-05']"
akron naacp,2,1352,2023-04,"['2023-04', '2023-05']"
rally for humanity,2,1353,2018-06,['2018-06']
communist student league,2,1354,2024-11,"['2024-11', '2025-01']"
peoria proud,2,1355,2023-05,"['2023-05', '2025-01']"
moms demand action quad cities,2,1356,2022-12,"['2022-12', '2024-06']"
national writers union,2,1357,2023-01,"['2023-01', '2023-07']"
black lives matter phoenix metro,2,1358,2022-08,"['2022-08', '2024-01']"
members of the public,2,1359,2023-01,"['2023-01', '2023-12']"
international women's alliance,2,1360,2024-08,"['2024-08', '2024-11']"
independent socialist group,2,1361,2023-01,"['2023-01', '2024-03']"
indivisible of az,2,1362,2018-06,"['2018-06', '2022-06']"
shut down etowah,2,1363,2020-06,"['2020-06', '2021-11']"
iowa freedom riders,2,1364,2020-06,"['2020-06', '2021-08']"
gun violence prevention center of utah,2,1365,2022-12,"['2022-12', '2023-12']"
labor action commitee to free mumia,2,1366,2022-12,['2022-12']
fetterman for pa,2,1367,2022-10,"['2022-10', '2022-11']"
chicago committee for human rights in the philippines,2,1368,2024-08,['2024-08']
mujeres unidas y activas,2,1369,2022-10,['2022-10']
black lives matter boise,2,1370,2020-06,"['2020-06', '2023-06']"
michigan militia of love,2,1371,2020-06,"['2020-06', '2020-10']"
march for our lives jasper,2,1372,2018-03,['2018-03']
movement of rank-and-file educators,2,1373,2022-08,"['2022-08', '2024-05']"
iranian-americans,2,1374,2022-12,['2022-12']
local churches,2,1375,2020-02,['2020-02']
river valley organizing,2,1376,2022-08,['2022-08']
defending rights & dissent,2,1377,2022-12,"['2022-12', '2023-02']"
prisoners' rights advocates,2,1378,2020-03,"['2020-03', '2024-04']"
pflag,2,1379,2022-11,"['2022-11', '2022-12']"
women's defense league of new hampshire,2,1380,2020-03,"['2020-03', '2022-04']"
katal center for health,2,1381,2020-04,"['2020-04', '2020-10']"
