actor,occurrence_count,rank,first_appearance,unique_dates
local faith and community leaders,1,2244,2023-05,['2023-05']
local democracy project,1,2245,2025-04,['2025-04']
columbia gorge women⊙s action network (cgwan),1,2246,2025-04,['2025-04']
indivisible upper darby,1,2247,2023-05,['2023-05']
havertown-area community action network,1,2248,2023-05,['2023-05']
faith community leaders,1,2249,2023-05,['2023-05']
hood river latino network (hrln),1,2250,2025-04,['2025-04']
expecting mothers,1,2251,2023-06,['2023-06']
move texas,1,2252,2023-05,['2023-05']
klickitat political action,1,2253,2025-04,['2025-04']
workers events projects,1,2254,2023-05,['2023-05']
common cause texas,1,2255,2023-05,['2023-05']
hood river and klickitat county democrats.,1,2256,2025-04,['2025-04']
the missing struggle,1,2257,2023-05,['2023-05']
black liberation movement,1,2258,2023-05,['2023-05']
elmer geronimo pratt gun club,1,2259,2023-05,['2023-05']
youth against gang activity,1,2260,2023-05,['2023-05']
rainbow political action coalition of northwest louisiana,1,2261,2023-05,['2023-05']
idyllwild indivisible,1,2262,2025-04,['2025-04']
protect oregon progress,1,2263,2025-04,['2025-04']
uaw local 4121,1,2264,2023-05,['2023-05']
ny 19 vote coalition,1,2265,2023-05,['2023-05']
oceana democratic party,1,2266,2025-04,['2025-04']
indivisiblect,1,2267,2025-04,['2025-04']
indivisible ct,1,2268,2025-04,['2025-04']
members of bronx-based aapi organizations,1,2269,2023-05,['2023-05']
we are 18%,1,2270,2023-05,['2023-05']
coalition for asian american children+families,1,2271,2023-05,['2023-05']
mekong nyc,1,2272,2023-05,['2023-05']
el puente,1,2273,2023-05,['2023-05']
coalition for homeless youth,1,2274,2023-05,['2023-05']
unhoused san diegans,1,2275,2023-05,['2023-05']
fifth avenue committee,1,2276,2023-05,['2023-05']
"former cooks, servers, and runners of the recently closed moon rabbit restaurant",1,2277,2023-05,['2023-05']
greater haverhill indivisible,1,2278,2025-04,['2025-04']
palos verdes faculty association,1,2279,2023-05,['2023-05']
common grounds indivisible sd,1,2280,2023-05,['2023-05']
community and religious leaders,1,2281,2023-05,['2023-05']
sisters of st. joseph,1,2282,2023-05,['2023-05']
benedictine sisters of erie,1,2283,2023-05,['2023-05']
minority community investment coalition,1,2284,2023-05,['2023-05']
network,1,2285,2023-05,['2023-05']
psl bay area,1,2286,2023-05,['2023-05']
uv rise up!,1,2287,2025-04,['2025-04']
naki 'ohana,1,2288,2023-05,['2023-05']
unitarian universalist church of kent,1,2289,2025-04,['2025-04']
lillian's list,1,2290,2023-05,['2023-05']
carolina jews for justice,1,2291,2023-05,['2023-05']
nonviolent medicaid army of the poor,1,2292,2023-05,['2023-05']
all in for equality,1,2293,2023-05,['2023-05']
members and allies of the lgbtq+ community,1,2294,2023-05,['2023-05']
peorians for black liberties,1,2295,2023-05,['2023-05']
peoria proud,1,2296,2023-05,['2023-05']
jersey nurses economic security organization,1,2297,2023-05,['2023-05']
north county equity & justice coalition,1,2298,2023-05,['2023-05']
aclu oregon,1,2299,2023-05,['2023-05']
ny pirg,1,2300,2023-05,['2023-05']
psc cuny,1,2301,2023-05,['2023-05']
blaine county democrats,1,2302,2025-04,['2025-04']
idaho democratic women⊙s caucus,1,2303,2025-04,['2025-04']
public nurses,1,2304,2023-05,['2023-05']
indivisible knoxville,1,2305,2025-04,['2025-04']
lakewood indivisible,1,2306,2025-04,['2025-04']
greater greenbrier valley indivisible,1,2307,2025-04,['2025-04']
njnu cwa 1091,1,2308,2023-05,['2023-05']
shore nurses union/nysna,1,2309,2023-05,['2023-05']
basic rights oregon,1,2310,2023-05,['2023-05']
corridor community action network,1,2311,2025-04,['2025-04']
elm city montessori school,1,2312,2023-05,['2023-05']
"ironwood, michigan indivisibles",1,2313,2025-04,['2025-04']
county health workers,1,2314,2023-05,['2023-05']
alzheimers patients,1,2315,2023-05,['2023-05']
morongo basin resistance,1,2316,2025-04,['2025-04']
social service providers,1,2317,2023-05,['2023-05']
faith organizations,1,2318,2023-05,['2023-05']
community organizations,1,2319,2023-05,['2023-05']
afscme connecticut,1,2320,2023-05,['2023-05']
recovery for all connecticut,1,2321,2023-05,['2023-05']
indivisible tri-cities wa,1,2322,2025-04,['2025-04']
nebraksans for founders' values,1,2323,2023-05,['2023-05']
citizens,1,2324,2023-05,['2023-05']
kankakee county democrats,1,2325,2025-04,['2025-04']
back to the schoolhouse,1,2326,2023-05,['2023-05']
working together for new jersey,1,2327,2023-05,['2023-05']
the center for garden state families,1,2328,2023-05,['2023-05']
missouri stands up,1,2329,2023-05,['2023-05']
indivisible ks,1,2330,2025-04,['2025-04']
nations in action,1,2331,2023-05,['2023-05']
blue ridge collaborative,1,2332,2023-05,['2023-05']
postal workers union members,1,2333,2025-04,['2025-04']
nebraskans for abortion access,1,2334,2023-05,['2023-05']
miami workers center,1,2335,2023-06,['2023-06']
green party of san diego county,1,2336,2023-06,['2023-06']
feminists in struggle,1,2337,2023-06,['2023-06']
san diego national organization for women,1,2338,2023-06,['2023-06']
san diego women's rights coalition,1,2339,2023-06,['2023-06']
democratic women's club of west volusia,1,2340,2025-04,['2025-04']
doylestown action league,1,2341,2025-04,['2025-04']
we the patients ny,1,2342,2023-06,['2023-06']
duluth indivisible,1,2343,2025-04,['2025-04']
indivisible valley,1,2344,2025-04,['2025-04']
indivisible greenwich,1,2345,2025-04,['2025-04']
voices of alzheimer's,1,2346,2023-06,['2023-06']
international machinists and aerospace workers district 70,1,2347,2023-06,['2023-06']
retirees investing in social equity delaware,1,2348,2023-06,['2023-06']
families advocating for the seriously mentally ill,1,2349,2023-06,['2023-06']
kittitas county democratic party,1,2350,2025-04,['2025-04']
care first community coalition,1,2351,2023-06,['2023-06']
local veterans,1,2352,2023-06,['2023-06']
arab american association of new york,1,2353,2023-06,['2023-06']
flagstaff community first,1,2354,2023-06,['2023-06']
alzheimer's association of wyoming,1,2355,2023-06,['2023-06']
the theater offensive,1,2356,2023-06,['2023-06']
pennsylvania health care association,1,2357,2023-06,['2023-06']
personal pac,1,2358,2023-06,['2023-06']
stop trans genocide,1,2359,2023-06,['2023-06']
gainesville radical reproduction rights network,1,2360,2023-06,['2023-06']
action together ct,1,2361,2025-04,['2025-04']
national black women's reproductive justice agenda,1,2362,2023-06,['2023-06']
healthy illinois,1,2363,2023-06,['2023-06']
newtown forward,1,2364,2025-04,['2025-04']
friendly flaggers,1,2365,2025-04,['2025-04']
national union of hospital and health care employees,1,2366,2023-06,['2023-06']
united farm workers,1,2367,2023-06,['2023-06']
seiu local 1000,1,2368,2023-06,['2023-06']
nannies,1,2369,2023-06,['2023-06']
laborers international union of north america,1,2370,2023-06,['2023-06']
wecount,1,2371,2023-06,['2023-06']
transgender and queer youth,1,2372,2023-06,['2023-06']
capital region birthworkers circle,1,2373,2023-06,['2023-06']
birthnet,1,2374,2023-06,['2023-06']
doula network,1,2375,2023-06,['2023-06']
the albany family life center,1,2376,2023-06,['2023-06']
ymca of the greater capital region,1,2377,2023-06,['2023-06']
people with alzheimer's,1,2378,2023-06,['2023-06']
joe biden for president,1,2379,2023-06,['2023-06']
district 10 indivisible for all,1,2380,2025-04,['2025-04']
outdoor workers,1,2381,2023-06,['2023-06']
rainbow pac,1,2382,2023-06,['2023-06']
game-day workers,1,2383,2023-06,['2023-06']
seiu usww,1,2384,2023-06,['2023-06']
early-career researchers,1,2385,2023-06,['2023-06']
nih fellows united-uaw,1,2386,2023-06,['2023-06']
indivisible of newaygo county,1,2387,2025-04,['2025-04']
pepsi off campus uc davis,1,2388,2023-06,['2023-06']
gainesville women for democracy,1,2389,2025-04,['2025-04']
florida indivisible,1,2390,2025-04,['2025-04']
coworkers,1,2391,2023-05,['2023-05']
loyola young democratic socialists of america,1,2392,2023-05,['2023-05']
boston dyke march,1,2393,2023-06,['2023-06']
badass feminists gainesville,1,2394,2025-04,['2025-04']
geneseo peace action,1,2395,2025-04,['2025-04']
california federation of labor afl-cio,1,2396,2023-05,['2023-05']
genesee valley indivisible,1,2397,2025-04,['2025-04']
mountain action indivisible,1,2398,2025-04,['2025-04']
minnesotan polk county democratic⊓farmer⊓labor party,1,2399,2025-04,['2025-04']
red lake county democratic⊓farmer⊓labor party,1,2400,2025-04,['2025-04']
seiu 721,1,2401,2023-05,['2023-05']
arrowhead indivisible,1,2402,2025-04,['2025-04']
indivisible nevada county,1,2403,2025-04,['2025-04']
wtf can i do westmoreland,1,2404,2025-04,['2025-04']
network lobby,1,2405,2023-05,['2023-05']
chesapeake climate action network,1,2406,2023-06,['2023-06']
indivisible evantson,1,2407,2025-04,['2025-04']
indivisible snohomish county,1,2408,2025-04,['2025-04']
transgender community members,1,2409,2025-04,['2025-04']
alzheimer's association of greater indiana,1,2410,2023-06,['2023-06']
the we the people veto project 2025,1,2411,2025-04,['2025-04']
indivisible forest grove,1,2412,2025-04,['2025-04']
indivisiblenoco,1,2413,2025-04,['2025-04']
pa state nurses association,1,2414,2023-06,['2023-06']
bridges // puentes,1,2415,2023-06,['2023-06']
alliance of the southeast,1,2416,2023-06,['2023-06']
maine coalition for gun safety,1,2417,2023-06,['2023-06']
southeast environmental task force,1,2418,2023-06,['2023-06']
climate leaders,1,2419,2023-06,['2023-06']
environmental activists,1,2420,2023-06,['2023-06']
weequahic park association,1,2421,2023-06,['2023-06']
south ward environmental alliance,1,2422,2023-06,['2023-06']
lee county democrats,1,2423,2025-04,['2025-04']
indivisible northeast indiana,1,2424,2025-04,['2025-04']
50501 ky,1,2425,2025-04,['2025-04']
ironbound community corporations environmental justice,1,2426,2023-06,['2023-06']
cuny internationalist group,1,2427,2023-06,['2023-06']
prosecutors,1,2428,2023-06,['2023-06']
southeast youth alliance,1,2429,2023-06,['2023-06']
patagonia,1,2430,2023-09,['2023-09']
isgoc,1,2431,2025-02,['2025-02']
oklahomans against occupation,1,2432,2025-02,['2025-02']
palms to pines democratic network,1,2433,2023-09,['2023-09']
pakistan fisherfolk forum,1,2434,2023-09,['2023-09']
isn,1,2435,2025-02,['2025-02']
oxfam us,1,2436,2023-09,['2023-09']
ou medical students for justice in palestine,1,2437,2025-02,['2025-02']
one voice,1,2438,2023-09,['2023-09']
uco sjp,1,2439,2025-02,['2025-02']
the audacity: creative action together,1,2440,2025-02,['2025-02']
real impact,1,2441,2023-08,['2023-08']
ny climate advocacy project,1,2442,2023-09,['2023-09']
nuclear information and resource service,1,2443,2023-09,['2023-09']
north country earth action,1,2444,2023-09,['2023-09']
north bronx racial justice,1,2445,2023-09,['2023-09']
"north american climate, conservation and environment",1,2446,2023-09,['2023-09']
labor for higher education coalition,1,2447,2025-02,['2025-02']
native lives matter great lakes,1,2448,2023-09,['2023-09']
moveon.org hoboken resist,1,2449,2023-09,['2023-09']
movement rights,1,2450,2023-09,['2023-09']
higher education workers,1,2451,2025-02,['2025-02']
mother earth project,1,2452,2023-09,['2023-09']
montana environmental information center,1,2453,2023-09,['2023-09']
engaged durhamites for democracy,1,2454,2025-02,['2025-02']
rew:wild your campus,1,2455,2023-09,['2023-09']
"students from righetti, pioneer valley and santa maria high schools, fesler and el camino junior high schools",1,2456,2025-02,['2025-02']
california mentor,1,2457,2025-02,['2025-02']
rachel carson council,1,2458,2023-09,['2023-09']
putting down roots,1,2459,2023-09,['2023-09']
"protect our water, heritage, rights",1,2460,2023-09,['2023-09']
progressives for climate,1,2461,2023-09,['2023-09']
prince george's county peace & justice coalition,1,2462,2023-09,['2023-09']
presente.org,1,2463,2023-09,['2023-09']
uaw 4121,1,2464,2025-02,['2025-02']
4kira4moms,1,2465,2025-02,['2025-02']
ou sjp,1,2466,2025-02,['2025-02']
plant native nw bronx,1,2467,2023-09,['2023-09']
physicians for social responsibility - ny,1,2468,2023-09,['2023-09']
physicians for social responsibility - pa,1,2469,2023-09,['2023-09']
service employees international union (seiu) local 668,1,2470,2025-02,['2025-02']
health advocates,1,2471,2025-02,['2025-02']
permian gulf coast coalition,1,2472,2023-09,['2023-09']
indivisible watauga,1,2473,2025-02,['2025-02']
people's climate movement - ny,1,2474,2023-09,['2023-09']
people vs. fossil fuels coalition,1,2475,2023-09,['2023-09']
people over pipelines,1,2476,2023-09,['2023-09']
uva queer student union,1,2477,2025-02,['2025-02']
pax christi new york state,1,2478,2023-09,['2023-09']
port arthur community action network,1,2479,2023-09,['2023-09']
university technical employees cwa local 9119,1,2480,2025-02,['2025-02']
university of california healthcare and other workers,1,2481,2025-02,['2025-02']
fccpr climate crisis task force,1,2482,2023-09,['2023-09']
face the music collective,1,2483,2023-09,['2023-09']
extinction rebellion us,1,2484,2023-09,['2023-09']
extinction rebellion nyc,1,2485,2023-09,['2023-09']
extinction rebellion delaware,1,2486,2023-09,['2023-09']
indivisible.org,1,2487,2025-02,['2025-02']
people's union usa,1,2488,2025-02,['2025-02']
casa de mañana senior residents,1,2489,2025-03,['2025-03']
environmental investigation agency,1,2490,2023-09,['2023-09']
metro ny catholic climate movement,1,2491,2023-09,['2023-09']
service employees international union⊙s united service workers west,1,2492,2025-03,['2025-03']
"education, economics, environmental, climate and health organization",1,2493,2023-09,['2023-09']
ecoaction committee of the green party,1,2494,2023-09,['2023-09']
earth guardians,1,2495,2023-09,['2023-09']
"earth ethics, inc.",1,2496,2023-09,['2023-09']
democratic socialists of america - knoxville,1,2497,2023-09,['2023-09']
community health,1,2498,2023-09,['2023-09']
climatemama,1,2499,2023-09,['2023-09']
climate reality project long island chapter,1,2500,2023-09,['2023-09']
climate reality massachusetts southcoast,1,2501,2023-09,['2023-09']
climate organizing hub,1,2502,2023-09,['2023-09']
climate march,1,2503,2023-09,['2023-09']
indivisible calias,1,2504,2025-03,['2025-03']
lutherans restoring creation,1,2505,2023-09,['2023-09']
lush fresh handmade cosmetics,1,2506,2023-09,['2023-09']
buffalo graduate student employee union,1,2507,2025-02,['2025-02']
louisiana bucket brigade,1,2508,2023-09,['2023-09']
long beach gray panthers,1,2509,2023-09,['2023-09']
laudato si movement - nigeria,1,2510,2023-09,['2023-09']
kentucky interfaith power & light,1,2511,2023-09,['2023-09']
jane fonda climate pac,1,2512,2023-09,['2023-09']
international marine mammal project of earth island insitute,1,2513,2023-09,['2023-09']
interfaith earthkeepers,1,2514,2023-09,['2023-09']
institute for policy studies climate policy program,1,2515,2023-09,['2023-09']
indigenous environmental network,1,2516,2023-09,['2023-09']
fossil free research,1,2517,2023-09,['2023-09']
honor the earth,1,2518,2023-09,['2023-09']
highland park ecology and environmental group,1,2519,2023-09,['2023-09']
hands off medicaid,1,2520,2025-02,['2025-02']
green party of nassau county,1,2521,2023-09,['2023-09']
green muslims of new jersey,1,2522,2023-09,['2023-09']
global exchange,1,2523,2023-09,['2023-09']
fuerza mundial,1,2524,2023-09,['2023-09']
america federation of state county and municipal employees local 3299,1,2525,2025-02,['2025-02']
fridays for future us,1,2526,2023-09,['2023-09']
fridays for future philadelphia,1,2527,2023-09,['2023-09']
frack action,1,2528,2023-09,['2023-09']
fossil fuel non-proliferation treaty initiative,1,2529,2023-09,['2023-09']
indian point safe energy coalition,1,2530,2023-09,['2023-09']
350 triangle,1,2531,2023-09,['2023-09']
national coalition for the homeless,1,2532,2025-02,['2025-02']
journal squared tenants,1,2533,2025-02,['2025-02']
la jolla residents,1,2534,2025-02,['2025-02']
350 network council,1,2535,2023-09,['2023-09']
university of iowa health care workers,1,2536,2025-02,['2025-02']
medical researches,1,2537,2025-02,['2025-02']
350 montana,1,2538,2023-09,['2023-09']
350 mass metro north node,1,2539,2023-09,['2023-09']
socal uprising,1,2540,2025-02,['2025-02']
350 mass,1,2541,2023-09,['2023-09']
reclaim our tomorrow,1,2542,2023-09,['2023-09']
midnight books,1,2543,2025-02,['2025-02']
198 methods,1,2544,2023-09,['2023-09']
zero hour,1,2545,2023-09,['2023-09']
"xochipili, chicano/latino men's circle",1,2546,2023-09,['2023-09']
world friends for africa burkina faso,1,2547,2023-09,['2023-09']
women's environment and development organization,1,2548,2023-09,['2023-09']
women's earth and climate action network,1,2549,2023-09,['2023-09']
women with bows,1,2550,2023-09,['2023-09']
witness,1,2551,2023-09,['2023-09']
wildearth guardians,1,2552,2023-09,['2023-09']
waterspirit,1,2553,2023-09,['2023-09']
pomona valley pride,1,2554,2025-02,['2025-02']
350 bay area,1,2555,2023-09,['2023-09']
rise & resist ny,1,2556,2025-02,['2025-02']
portland sisters of perpetual indulgence order of the benevolent bliss,1,2557,2025-02,['2025-02']
tampa activists united,1,2558,2025-02,['2025-02']
voices of florida,1,2559,2025-02,['2025-02']
indivisible pinellas,1,2560,2025-02,['2025-02']
new york doctors coalition,1,2561,2025-02,['2025-02']
interfaith center of new york,1,2562,2025-02,['2025-02']
internationals network for public schools,1,2563,2025-02,['2025-02']
ny-affirms,1,2564,2025-02,['2025-02']
new yorkers,1,2565,2023-09,['2023-09']
hispanic student association,1,2566,2025-02,['2025-02']
350 ventura county climate hub,1,2567,2023-09,['2023-09']
kaiser permanente mental health workers,1,2568,2025-02,['2025-02']
