actor,occurrence_count,rank,first_appearance,unique_dates
moms united for black lives nyc,7,937,2021-05,"['2021-05', '2022-05', '2023-02', '2023-08']"
ilrc,7,938,2022-05,"['2022-05', '2022-09']"
students and teachers,7,939,2017-05,"['2017-05', '2020-06', '2024-01']"
artists,7,940,2020-07,"['2020-07', '2021-05', '2021-06', '2021-10', '2023-06', '2024-06']"
problac,7,941,2020-07,"['2020-07', '2020-11', '2021-04']"
1199 seiu,7,942,2021-03,"['2021-03', '2023-06', '2023-08', '2024-02', '2024-06', '2025-01']"
1000 grandmothers,7,943,2022-01,"['2022-01', '2022-02', '2022-11', '2024-04', '2024-11']"
asian pacific environmental network,7,944,2021-03,"['2021-03', '2021-05', '2021-08', '2022-05', '2022-10', '2023-06', '2024-10']"
the freedom bloc,7,945,2022-07,"['2022-07', '2022-08', '2023-05', '2023-06']"
idaho liberty dogs,7,946,2020-06,"['2020-06', '2020-08', '2021-05', '2021-07', '2022-01', '2023-07', '2023-11']"
make the road ct,7,947,2017-12,"['2017-12', '2018-01', '2021-05', '2022-03', '2023-03', '2024-01', '2025-03']"
massachusetts peace action,7,948,2020-11,"['2020-11', '2021-01', '2021-07', '2022-04', '2024-03', '2025-01', '2025-03']"
black lives matter greater new york,7,949,2021-03,"['2021-03', '2021-05', '2021-09', '2021-10', '2023-01', '2023-05', '2023-08']"
denver justice project,7,950,2021-10,"['2021-10', '2023-01', '2023-08', '2024-07', '2024-08', '2024-10', '2024-12']"
world beyond war,7,951,2022-02,"['2022-02', '2023-03', '2023-10', '2024-07', '2024-12']"
black lives matter in wheeling,7,952,2020-09,"['2020-09', '2020-10', '2021-03', '2021-07']"
pan afrikan liberation movement,7,953,2021-08,['2021-08']
midwest environmental justice network,7,954,2024-11,['2024-11']
left voice,7,955,2022-05,"['2022-05', '2022-06', '2022-07', '2023-01', '2023-06', '2023-11', '2023-12']"
urban league,7,956,2020-09,"['2020-09', '2020-10', '2021-01', '2021-05', '2022-10', '2023-01']"
blm greater ny,7,957,2020-09,"['2020-09', '2023-09', '2024-09', '2024-10', '2024-11', '2024-12']"
black lives matter phoenix metro,7,958,2020-07,"['2020-07', '2020-08', '2020-10', '2022-06', '2022-08', '2022-10', '2023-10']"
pal-awda ny/nj,7,959,2024-10,"['2024-10', '2024-11', '2025-01']"
poder in action,7,960,2019-06,"['2019-06', '2020-08', '2020-10', '2022-08', '2023-02', '2023-10']"
az resist,6,961,2019-07,['2019-07']
milwaukee anti-war committee,6,962,2023-08,"['2023-08', '2024-07', '2024-08', '2024-11', '2025-01']"
frontera texas,6,963,2022-08,"['2022-08', '2023-04', '2024-03']"
amnesty international,6,964,2019-07,"['2019-07', '2021-10', '2022-06', '2023-01', '2023-02', '2024-01']"
occupy ice,6,965,2018-06,"['2018-06', '2018-07']"
defund mpd,6,966,2021-05,"['2021-05', '2021-06', '2021-07', '2022-05']"
mn abortion action committee,6,967,2023-05,"['2023-05', '2024-05', '2024-07', '2024-08', '2024-10', '2024-11']"
aclu people power,6,968,2017-09,"['2017-09', '2018-06']"
health care workers,6,969,2017-09,"['2017-09', '2019-10', '2020-06', '2021-03', '2024-03']"
psl new jersey,6,970,2021-05,"['2021-05', '2021-08', '2024-11', '2025-01']"
community groups,6,971,2020-07,"['2020-07', '2021-04', '2021-10', '2022-10', '2023-04', '2024-03']"
pioneer valley workers center,6,972,2017-08,"['2017-08', '2019-03', '2019-07', '2022-10']"
no justice under capitalism,6,973,2020-08,"['2020-08', '2020-10', '2020-11', '2021-03', '2021-05']"
united teachers los angeles,6,974,2021-02,"['2021-02', '2021-06', '2022-12', '2023-05']"
make the road action,6,975,2020-12,"['2020-12', '2022-03', '2024-09', '2024-10', '2025-04']"
vigil4gaza,6,976,2024-05,"['2024-05', '2024-10', '2024-11', '2024-12', '2025-01', '2025-03']"
virginia flaggers,6,977,2021-01,"['2021-01', '2021-12', '2022-01', '2023-05', '2023-08', '2024-06']"
lal morich,6,978,2023-10,"['2023-10', '2023-12', '2024-01', '2024-03']"
black indigenous coalition,6,979,2020-09,"['2020-09', '2020-10']"
white people for black lives,6,980,2022-11,"['2022-11', '2022-12', '2023-02', '2023-03']"
jvp new haven,6,981,2024-08,"['2024-08', '2024-10', '2024-11', '2024-12']"
minnesota workers united,6,982,2021-05,"['2021-05', '2022-05', '2023-05', '2023-12', '2024-04', '2024-11']"
west coast united against fascism,6,983,2022-10,['2022-10']
faculty for justice in palestine,6,984,2023-10,"['2023-10', '2024-04', '2024-05', '2024-06', '2024-11', '2025-03']"
dc mutual aid,6,985,2021-07,"['2021-07', '2021-08']"
survivors,6,986,2021-05,"['2021-05', '2021-11', '2023-02', '2023-06', '2024-01']"
stop police terror project,6,987,2021-07,"['2021-07', '2021-08']"
about face,6,988,2021-10,"['2021-10', '2023-03', '2024-02', '2024-04', '2024-07', '2025-01']"
sjp at ucla,6,989,2024-05,"['2024-05', '2024-06', '2024-08', '2024-10', '2024-11']"
last chance for change,6,990,2020-06,"['2020-06', '2020-07', '2020-09']"
indy10 black lives matter,6,991,2020-05,"['2020-05', '2020-08', '2020-11', '2021-05']"
students for life,6,992,2021-10,"['2021-10', '2021-12', '2022-07', '2022-10', '2023-05', '2024-01']"
akron naacp,6,993,2022-07,"['2022-07', '2022-08', '2023-04', '2023-05', '2023-06', '2024-06']"
huey p. newton gun club,6,994,2020-10,"['2020-10', '2021-03', '2021-05', '2021-06', '2022-06', '2023-04']"
missouri workers center,6,995,2022-01,"['2022-01', '2022-09', '2023-03', '2023-12', '2024-04', '2025-01']"
casa paz,6,996,2025-03,"['2025-03', '2025-04']"
cosecha nj,6,997,2021-01,"['2021-01', '2021-02', '2021-08', '2021-09', '2024-10', '2025-01']"
climate defenders,6,998,2024-02,"['2024-02', '2024-04', '2024-06', '2024-08', '2024-09']"
afghans for a better tomorrow,6,999,2021-08,"['2021-08', '2021-10', '2023-11']"
soul,6,1000,2021-09,"['2021-09', '2022-01', '2022-02', '2022-03', '2024-01', '2024-05']"
housekeys action network,6,1001,2023-10,"['2023-10', '2024-04', '2024-09', '2024-10']"
bay state john brown gun club,6,1002,2022-08,"['2022-08', '2022-09', '2022-10', '2022-11', '2023-01', '2023-02']"
nj 11th for change,6,1003,2017-08,"['2017-08', '2023-01']"
uaw,6,1004,2023-08,"['2023-08', '2023-12', '2024-07', '2024-11', '2025-01']"
adalah justice project,6,1005,2021-05,"['2021-05', '2023-03', '2023-11', '2023-12', '2024-03']"
evergreen active club,6,1006,2023-02,"['2023-02', '2023-04', '2023-05', '2023-06', '2023-10']"
ny working families party,6,1007,2023-01,"['2023-01', '2023-02', '2023-03', '2025-01']"
equality illinois,6,1008,2022-03,"['2022-03', '2022-04', '2022-09', '2023-02', '2023-06']"
immigrant leaders,6,1009,2021-09,"['2021-09', '2023-12', '2024-08']"
fridays for future dc,6,1010,2021-10,"['2021-10', '2022-02', '2022-03', '2022-05', '2022-09', '2023-04']"
wednesday walk 4 black lives,6,1011,2022-03,"['2022-03', '2022-06', '2022-07', '2022-11', '2023-03', '2023-06']"
order of the black sun,6,1012,2023-06,"['2023-06', '2023-07', '2023-09', '2024-04', '2024-10']"
march for black women,6,1013,2018-09,['2018-09']
refuse fascism chicago,6,1014,2019-07,"['2019-07', '2020-09', '2020-10', '2022-01']"
nyc healthcare workers for palestine,6,1015,2024-03,"['2024-03', '2024-06', '2024-09', '2024-10', '2025-01']"
latino action network,6,1016,2021-09,"['2021-09', '2021-10', '2022-02', '2025-01']"
democrats,6,1017,2017-01,"['2017-01', '2017-09', '2021-03', '2021-11', '2023-02', '2023-05']"
alliance for police accountability,6,1018,2020-06,"['2020-06', '2021-01', '2021-04', '2021-10', '2022-04', '2022-10']"
excluded workers,6,1019,2021-03,"['2021-03', '2021-10', '2021-12', '2022-01', '2023-03', '2024-03']"
thank god for abortion,6,1020,2022-05,"['2022-05', '2022-06', '2022-07', '2023-10', '2024-03', '2024-09']"
planned parenthood of orange & san bernandino counties,6,1021,2025-01,['2025-01']
teenagers,6,1022,2020-06,"['2020-06', '2021-01', '2021-04', '2022-05', '2023-02', '2023-03']"
latinos unidos siempre,6,1023,2021-05,"['2021-05', '2021-12', '2022-06', '2023-05', '2024-06', '2025-02']"
first defense legal aid,6,1024,2022-09,"['2022-09', '2022-10', '2022-11', '2022-12', '2023-08']"
black graduate student association,6,1025,2020-06,"['2020-06', '2020-09', '2021-03', '2021-09', '2022-01']"
alpha phi alpha,6,1026,2020-09,"['2020-09', '2021-08', '2022-12', '2023-06', '2024-03', '2024-04']"
fight for schools,6,1027,2021-05,"['2021-05', '2021-06', '2021-09', '2022-09']"
10k foundation,6,1028,2020-06,"['2020-06', '2020-07', '2020-09', '2020-10', '2021-05']"
national council of jewish women,6,1029,2021-10,"['2021-10', '2021-12', '2022-10', '2023-01', '2023-03', '2024-03']"
wall of moms,6,1030,2020-07,"['2020-07', '2022-02']"
dc rats,6,1031,2023-05,"['2023-05', '2023-07', '2023-08']"
sds at uic,6,1032,2024-05,"['2024-05', '2024-10', '2024-11', '2025-01', '2025-02']"
norcal resist,6,1033,2019-07,"['2019-07', '2021-11', '2022-03', '2022-07', '2022-08', '2023-01']"
inmates,6,1034,2020-03,"['2020-03', '2020-05', '2020-08', '2023-08']"
wisconsin bail out the people movement,6,1035,2020-06,"['2020-06', '2021-08', '2021-09', '2023-01', '2024-07', '2025-01']"
2119,6,1036,2023-03,"['2023-03', '2023-09', '2023-10', '2023-11', '2023-12', '2024-02']"
triangle stop cop city,6,1037,2023-04,"['2023-04', '2024-05', '2024-06', '2024-08']"
student athletes,6,1038,2020-08,"['2020-08', '2020-09', '2020-12']"
alamo active club,6,1039,2023-07,"['2023-07', '2023-11', '2023-12', '2024-01', '2024-03', '2024-04']"
local clergy,6,1040,2018-06,"['2018-06', '2020-07', '2020-10', '2022-04', '2022-05', '2023-02']"
king county equity now,6,1041,2020-09,"['2020-09', '2020-10', '2020-11', '2021-03', '2021-06']"
people's defense front - northern appalachia,6,1042,2023-05,"['2023-05', '2024-02', '2024-03', '2024-04', '2024-10']"
human agenda,6,1043,2021-08,"['2021-08', '2021-09', '2024-08', '2025-01', '2025-02']"
white lives matter illinois,6,1044,2021-10,"['2021-10', '2022-11', '2023-02', '2023-07', '2024-06']"
faith in new york,6,1045,2021-06,"['2021-06', '2021-10', '2021-11', '2024-08', '2025-01']"
coalition for humane immigrant rights,6,1046,2017-08,"['2017-08', '2021-09', '2021-10', '2023-05', '2023-08', '2024-12']"
milwaukee aarpr,6,1047,2024-07,"['2024-07', '2024-11', '2025-01', '2025-02']"
justice for kilyn e. lewis,6,1048,2024-07,"['2024-07', '2024-10', '2024-12']"
arab american association of new york,6,1049,2021-06,"['2021-06', '2021-07', '2022-04', '2022-05', '2024-08']"
fire them all,6,1050,2021-08,"['2021-08', '2021-09', '2021-10']"
christians,6,1051,2021-03,"['2021-03', '2024-03', '2024-04', '2024-05']"
southampton friends,6,1052,2021-06,"['2021-06', '2021-07']"
papeles para todos,6,1053,2021-05,"['2021-05', '2022-07', '2024-08', '2025-01', '2025-02']"
oil and gas action network,6,1054,2021-09,"['2021-09', '2023-01', '2023-04', '2023-06', '2023-07', '2024-04']"
administrators,6,1055,2021-01,"['2021-01', '2021-02', '2021-04', '2022-03', '2023-02']"
we the people 303,6,1056,2021-01,"['2021-01', '2021-04', '2022-08', '2022-09', '2023-02']"
teamsters,6,1057,2021-05,"['2021-05', '2022-04', '2022-05', '2022-11', '2023-04', '2023-06']"
bayan seattle,6,1058,2022-05,"['2022-05', '2023-05', '2024-03', '2024-07', '2024-11']"
hana center,6,1059,2017-12,"['2017-12', '2021-11', '2021-12', '2024-05', '2025-01']"
leaders in the movement to transform carceral systems,6,1060,2022-05,['2022-05']
community members who have been detained,6,1061,2022-05,['2022-05']
critical resistance,6,1062,2020-11,"['2020-11', '2021-05', '2023-05', '2024-01', '2024-10']"
students united uno,6,1063,2023-03,"['2023-03', '2023-05', '2023-06', '2024-03']"
denver students for a democratic society,6,1064,2022-07,"['2022-07', '2022-09', '2023-02', '2023-03', '2024-01', '2024-04']"
met council on housing,6,1065,2021-03,"['2021-03', '2021-04', '2021-06', '2021-12', '2023-05']"
dreamers (daca recipients),6,1066,2019-11,['2019-11']
sactivists,6,1067,2020-10,"['2020-10', '2021-03', '2022-06', '2022-07', '2022-08', '2023-02']"
50 mile run for justice protest,6,1068,2020-11,"['2020-11', '2021-03', '2021-04', '2021-05', '2021-11']"
arm in arm,6,1069,2021-06,"['2021-06', '2021-07', '2021-10', '2021-12', '2022-04']"
don't shoot portland,6,1070,2018-02,"['2018-02', '2018-04', '2020-06', '2021-01']"
stand up kc,6,1071,2022-11,"['2022-11', '2023-03', '2023-08', '2023-12', '2024-04', '2025-01']"
antifascist action,6,1072,2019-08,"['2019-08', '2021-01', '2021-02', '2021-11', '2021-12', '2022-08']"
connecticut john brown gun club,6,1073,2021-06,"['2021-06', '2022-09', '2022-10', '2023-01', '2024-04']"
united my justice,6,1074,2019-10,"['2019-10', '2020-06', '2021-04']"
medical professionals,6,1075,2020-06,['2020-06']
united against racism and fascism,6,1076,2020-10,"['2020-10', '2022-12', '2023-05', '2023-07', '2024-01']"
outlive them nyc,6,1077,2020-10,"['2020-10', '2021-09', '2021-10', '2022-06', '2023-01']"
freedom fighters dc,6,1078,2020-06,"['2020-06', '2020-08', '2020-10', '2021-08', '2022-07']"
united action oshkosh,6,1079,2019-02,"['2019-02', '2020-07', '2020-08', '2021-03', '2021-04', '2023-04']"
project say something,6,1080,2020-06,"['2020-06', '2020-07', '2021-03', '2021-04', '2021-05']"
frederick united,6,1081,2020-07,"['2020-07', '2020-09', '2021-04', '2021-05']"
hope community center,6,1082,2022-05,"['2022-05', '2023-03', '2023-05', '2023-07', '2023-10', '2024-06']"
resistance sf,6,1083,2018-02,"['2018-02', '2018-06', '2020-07', '2020-09']"
salam,6,1084,2023-11,"['2023-11', '2023-12', '2024-01', '2024-02']"
general protesers,6,1085,2017-02,"['2017-02', '2020-06', '2020-09']"
new sanctuary coalition,6,1086,2018-01,"['2018-01', '2019-07', '2019-12', '2021-06', '2021-07']"
stand as one,6,1087,2020-10,"['2020-10', '2021-04', '2021-11', '2023-02']"
partnership for the public good,6,1088,2021-04,"['2021-04', '2021-11']"
t'ruah,6,1089,2022-04,"['2022-04', '2023-02', '2023-11', '2024-01', '2024-03', '2024-07']"
ct students for a dream,6,1090,2017-12,"['2017-12', '2018-02', '2021-05', '2021-10', '2022-04', '2023-03']"
iowa migrant movement for justice,6,1091,2022-11,"['2022-11', '2024-02', '2024-05']"
tallahassee dream defenders,6,1092,2020-06,"['2020-06', '2020-07', '2020-09', '2020-12']"
rabbis,6,1093,2022-05,"['2022-05', '2023-03', '2023-11', '2024-02', '2024-04', '2025-03']"
big sky active club,6,1094,2023-05,"['2023-05', '2023-06', '2023-10', '2025-02']"
milpa,6,1095,2019-03,"['2019-03', '2021-06', '2021-07', '2021-10', '2022-03']"
psl central gulf coast,6,1096,2023-03,"['2023-03', '2024-07', '2025-01', '2025-02']"
community 831,6,1097,2020-07,"['2020-07', '2020-08', '2020-09', '2021-04', '2021-12']"
natsoc florida,6,1098,2022-07,"['2022-07', '2022-09', '2022-10', '2022-12', '2023-02', '2023-10']"
the system,6,1099,2021-05,"['2021-05', '2021-06', '2021-07']"
milwaukee alliance against racist & political repression,6,1100,2020-11,"['2020-11', '2021-01', '2021-05', '2023-01', '2023-05', '2023-08']"
columbia students for justice in palestine,6,1101,2024-01,"['2024-01', '2024-02', '2024-04', '2024-05']"
athena,6,1102,2021-05,['2021-05']
ohio student association,6,1103,2020-11,"['2020-11', '2022-03', '2023-05', '2025-02', '2025-03']"
white lives matter tennessee,6,1104,2022-01,"['2022-01', '2022-04', '2023-09', '2024-03', '2024-04', '2024-10']"
act up ny,6,1105,2022-07,"['2022-07', '2023-04', '2024-06', '2024-09', '2025-01']"
united church of christ,6,1106,2017-07,"['2017-07', '2019-07', '2020-01', '2022-01', '2022-03', '2023-07']"
blacks for trump,6,1107,2022-11,"['2022-11', '2023-03', '2023-05', '2023-08', '2024-05']"
march for immigrants,5,1108,2018-02,['2018-02']
wsu sds,5,1109,2024-11,"['2024-11', '2024-12', '2025-01']"
nyu sds,5,1110,2024-11,"['2024-11', '2024-12', '2025-01']"
unf students for a democratic society,5,1111,2021-03,"['2021-03', '2022-03', '2023-02', '2023-08', '2024-02']"
real name campaign,5,1112,2020-11,"['2020-11', '2022-07', '2023-01', '2023-05', '2023-07']"
building bridges,5,1113,2022-12,"['2022-12', '2023-02', '2023-03', '2023-06', '2023-10']"
atlantic nationalist club,5,1114,2024-03,"['2024-03', '2024-05', '2024-06', '2024-07', '2024-11']"
five boro defenders,5,1115,2021-09,['2021-09']
justice center en el barrio,5,1116,2021-01,['2021-01']
frso chicago,5,1117,2023-10,"['2023-10', '2024-02', '2024-04', '2024-06', '2024-11']"
graduate assistants united,5,1118,2022-10,"['2022-10', '2023-03', '2023-06', '2023-07', '2023-08']"
free palestine coalition,5,1119,2024-01,"['2024-01', '2024-04', '2024-06', '2024-07', '2025-02']"
expectus,5,1120,2020-07,"['2020-07', '2020-08', '2020-09', '2020-10', '2023-01']"
free oregon,5,1121,2021-08,"['2021-08', '2021-09', '2021-10', '2022-01']"
pnw youth liberation front,5,1122,2020-07,"['2020-07', '2020-08', '2020-12', '2021-01']"
immigrant detainees,5,1123,2020-06,"['2020-06', '2020-11', '2022-09']"
kentucky alliance against racist and political repression,5,1124,2020-09,"['2020-09', '2021-05', '2022-03']"
afiya center,5,1125,2021-05,"['2021-05', '2021-10', '2023-01', '2023-04']"
community advocates for justice and equality,5,1126,2021-03,"['2021-03', '2021-04', '2021-05', '2023-05']"
advancement project,5,1127,2025-01,['2025-01']
american party of labor,5,1128,2024-07,"['2024-07', '2025-01']"
connecticut immigrant rights alliance,5,1129,2017-11,"['2017-11', '2018-06', '2019-06', '2019-11', '2020-03']"
incarcerated workers organizing committee,5,1130,2021-08,"['2021-08', '2021-09', '2022-05', '2023-08', '2024-07']"
frso san jose,5,1131,2023-08,"['2023-08', '2023-10', '2024-01', '2024-11', '2025-01']"
mn immigrant rights action committee,5,1132,2021-03,"['2021-03', '2021-04', '2021-12', '2025-03']"
black lives matter mn,5,1133,2021-03,"['2021-03', '2021-04', '2024-01', '2024-07']"
texas democratic caucus,5,1134,2023-04,['2023-04']
bangladesh association of new england,5,1135,2023-01,"['2023-01', '2023-02', '2023-09', '2024-01']"
not fucking around coalition,5,1136,2019-05,"['2019-05', '2020-07', '2020-09', '2020-10', '2021-07']"
350 nyc,5,1137,2020-09,"['2020-09', '2022-04', '2022-09', '2024-09', '2025-04']"
new generation freedom fighters,5,1138,2020-07,"['2020-07', '2021-02', '2021-04']"
john birch society,5,1139,2020-08,"['2020-08', '2021-08', '2021-09', '2022-08', '2023-02']"
colorado indigenous brown berets,5,1140,2024-10,"['2024-10', '2024-11', '2024-12']"
little rock peace for palestine,5,1141,2024-03,"['2024-03', '2024-07', '2024-10', '2025-01', '2025-03']"
legislators,5,1142,2021-03,"['2021-03', '2022-03', '2023-08', '2024-06']"
mecha,5,1143,2017-05,"['2017-05', '2017-09', '2023-05', '2024-02', '2025-02']"
alliance against racist & political repression,5,1144,2021-03,"['2021-03', '2023-05', '2023-10', '2023-11', '2024-09']"
say their names alabama,5,1145,2020-08,"['2020-08', '2020-10']"
